"Statistic Label","Month","NACE Group","UNIT","VALUE"
"Retail Sales Index Volume Adjusted","2017 April","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","121.6"
"Retail Sales Index Volume Adjusted","2017 April","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","111.3"
"Retail Sales Index Volume Adjusted","2017 April","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","109.3"
"Retail Sales Index Volume Adjusted","2017 April","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","113"
"Retail Sales Index Volume Adjusted","2017 April","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","93.5"
"Retail Sales Index Volume Adjusted","2017 April","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","107.3"
"Retail Sales Index Volume Adjusted","2017 May","Motor trades (45)","Base 2015=100","113"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","108.9"
"Retail Sales Index Volume Adjusted","2017 May","Department stores (4719)","Base 2015=100","103.3"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale of automotive fuel (4730)","Base 2015=100","104.4"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale of hardware, paints and glass (4752)","Base 2015=100","113.8"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale of furniture and lighting (4759)","Base 2015=100","129.4"
"Retail Sales Index Volume Adjusted","2017 May","Bars (5630)","Base 2015=100","104.7"
"Retail Sales Index Volume Adjusted","2017 May","All retail businesses","Base 2015=100","112.2"
"Retail Sales Index Volume Adjusted","2017 May","Motor trades and automotive fuel (45,4730)","Base 2015=100","112.1"
"Retail Sales Index Volume Adjusted","2017 May","All retail businesses, excluding motor trades and bars","Base 2015=100","111.9"
"Retail Sales Index Volume Adjusted","2017 May","All retail businesses, excluding motor trades","Base 2015=100","112"
"Retail Sales Index Volume Adjusted","2017 May","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","112.5"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale of food (4711,4721 to 4729)","Base 2015=100","108.7"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","115.7"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","106"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","123.8"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","126.3"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","111.7"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","113.8"
"Retail Sales Index Volume Adjusted","2017 May","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","116.2"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","97.4"
"Retail Sales Index Volume Adjusted","2017 May","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","113.1"
"Retail Sales Index Volume Adjusted","2017 June","Motor trades (45)","Base 2015=100","108.2"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","110.3"
"Retail Sales Index Volume Adjusted","2017 June","Department stores (4719)","Base 2015=100","103.7"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale of automotive fuel (4730)","Base 2015=100","104.3"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale of hardware, paints and glass (4752)","Base 2015=100","112.9"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale of furniture and lighting (4759)","Base 2015=100","131.6"
"Retail Sales Index Volume Adjusted","2017 June","Bars (5630)","Base 2015=100","105.3"
"Retail Sales Index Volume Adjusted","2017 June","All retail businesses","Base 2015=100","110.7"
"Retail Sales Index Volume Adjusted","2017 June","Motor trades and automotive fuel (45,4730)","Base 2015=100","108.5"
"Retail Sales Index Volume Adjusted","2017 June","All retail businesses, excluding motor trades and bars","Base 2015=100","111.2"
"Retail Sales Index Volume Adjusted","2017 June","All retail businesses, excluding motor trades","Base 2015=100","111.1"
"Retail Sales Index Volume Adjusted","2017 June","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","111.7"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale of food (4711,4721 to 4729)","Base 2015=100","109.5"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","113.5"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","104.2"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","123.1"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","124.6"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","112.5"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","110.7"
"Retail Sales Index Volume Adjusted","2017 June","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","111.9"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","99.7"
"Retail Sales Index Volume Adjusted","2017 June","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","109.4"
"Retail Sales Index Volume Adjusted","2017 July","Motor trades (45)","Base 2015=100","116.2"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","108.9"
"Retail Sales Index Volume Adjusted","2017 July","Department stores (4719)","Base 2015=100","104.5"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale of automotive fuel (4730)","Base 2015=100","104.6"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale of hardware, paints and glass (4752)","Base 2015=100","116.6"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale of furniture and lighting (4759)","Base 2015=100","132.8"
"Retail Sales Index Volume Adjusted","2017 July","Bars (5630)","Base 2015=100","107"
"Retail Sales Index Volume Adjusted","2017 July","All retail businesses","Base 2015=100","112.6"
"Retail Sales Index Volume Adjusted","2017 July","Motor trades and automotive fuel (45,4730)","Base 2015=100","116.4"
"Retail Sales Index Volume Adjusted","2017 July","All retail businesses, excluding motor trades and bars","Base 2015=100","111.5"
"Retail Sales Index Volume Adjusted","2017 July","All retail businesses, excluding motor trades","Base 2015=100","111.2"
"Retail Sales Index Volume Adjusted","2017 July","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","111.9"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale of food (4711,4721 to 4729)","Base 2015=100","108.7"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","114.9"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","104.7"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","124.6"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","124.1"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","115.3"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","114.7"
"Retail Sales Index Volume Adjusted","2017 July","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","116.5"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","100"
"Retail Sales Index Volume Adjusted","2017 July","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","108.6"
"Retail Sales Index Volume Adjusted","2017 August","Motor trades (45)","Base 2015=100","116.6"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","109.8"
"Retail Sales Index Volume Adjusted","2017 August","Department stores (4719)","Base 2015=100","103.3"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale of automotive fuel (4730)","Base 2015=100","104.5"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale of hardware, paints and glass (4752)","Base 2015=100","119.5"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale of furniture and lighting (4759)","Base 2015=100","131.9"
"Retail Sales Index Volume Adjusted","2017 August","Bars (5630)","Base 2015=100","104.8"
"Retail Sales Index Volume Adjusted","2017 August","All retail businesses","Base 2015=100","113.1"
"Retail Sales Index Volume Adjusted","2017 August","Motor trades and automotive fuel (45,4730)","Base 2015=100","115.8"
"Retail Sales Index Volume Adjusted","2017 August","All retail businesses, excluding motor trades and bars","Base 2015=100","111.4"
"Retail Sales Index Volume Adjusted","2017 August","All retail businesses, excluding motor trades","Base 2015=100","110.9"
"Retail Sales Index Volume Adjusted","2017 August","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","111.8"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale of food (4711,4721 to 4729)","Base 2015=100","109.1"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","114.3"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","104.2"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","126.7"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","126.9"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","116.2"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","108.2"
"Retail Sales Index Volume Adjusted","2017 August","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","106.6"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","99.9"
"Retail Sales Index Volume Adjusted","2017 August","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","111.7"
"Retail Sales Index Volume Adjusted","2017 September","Motor trades (45)","Base 2015=100","109.7"
"Retail Sales Index Volume Adjusted","2017 September","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","110.8"
"Retail Sales Index Volume Adjusted","2017 September","Department stores (4719)","Base 2015=100","105.9"
"Retail Sales Index Volume Adjusted","2017 September","Retail sale of automotive fuel (4730)","Base 2015=100","97.7"
"Retail Sales Index Volume Adjusted","2017 September","Retail sale of hardware, paints and glass (4752)","Base 2015=100","116.6"
"Retail Sales Index Volume Adjusted","2017 September","Retail sale of furniture and lighting (4759)","Base 2015=100","134.7"
"Retail Sales Index Volume Adjusted","2017 September","Bars (5630)","Base 2015=100","105.6"
"Retail Sales Index Volume Adjusted","2017 September","All retail businesses","Base 2015=100","111"
